DateTime,Outdoor_Temperature,DH_Heating_Rate
 02/11  05:00:00,8.25,165.1
 02/11  05:15:00,8.3175,164.06
 02/11  05:30:00,8.385,162.99
 02/11  05:45:00,8.4525,162.99
 02/11  06:00:00,8.52,162.43
 02/11  06:15:00,8.585,162.79
 02/11  06:30:00,8.65,161.61
 02/11  06:45:00,8.715,161.63
 02/11  07:00:00,8.78,160.47
 02/11  07:15:00,8.8475,163.18
 02/11  07:30:00,8.915,163.71
 02/11  07:45:00,8.9825,160.19
 02/11  08:00:00,9.05,158.78
 02/11  08:15:00,9.2325,160.67
 02/11  08:30:00,9.415,162.69
 02/11  08:45:00,9.5975,163.07
 02/11  09:00:00,9.78,160.84
 02/11  09:15:00,9.9625,163.85
 02/11  09:30:00,10.145,165.68
 02/11  09:45:00,10.3275,164.84
 02/11  10:00:00,10.51,163.3
 02/11  10:15:00,10.6925,164.29
 02/11  10:30:00,10.875,164.73
 02/11  10:45:00,11.0575,164.26
 02/11  11:00:00,11.24,163.53
 02/11  11:15:00,11.22,163.28
 02/11  11:30:00,11.2,164.56
 02/11  11:45:00,11.18,162.9
 02/11  12:00:00,11.16,161.83
 02/11  12:15:00,11.1425,154.93
 02/11  12:30:00,11.125,149.77
 02/11  12:45:00,11.1075,146.32
 02/11  13:00:00,11.09,143.72
 02/11  13:15:00,11.07,139.81
 02/11  13:30:00,11.05,137.19
 02/11  13:45:00,11.03,136.5
 02/11  14:00:00,11.01,136.38
 02/11  14:15:00,10.8625,143.5
 02/11  14:30:00,10.715,153.3
 02/11  14:45:00,10.5675,154.24
 02/11  15:00:00,10.42,155.26
 02/11  15:15:00,10.27,159.82
 02/11  15:30:00,10.12,162.96
 02/11  15:45:00,9.97,163.98
 02/11  16:00:00,9.82,164.64
 02/11  16:15:00,9.6725,162.05
 02/11  16:30:00,9.525,160.08
 02/11  16:45:00,9.3775,163.01
 02/11  17:00:00,9.23,161.41
 02/11  17:15:00,9.19,160.8
 02/11  17:30:00,9.15,158.81
 02/11  17:45:00,9.11,158.33
 02/11  18:00:00,9.07,157.73
 02/11  18:15:00,9.0325,154.7
 02/11  18:30:00,8.995,149.66
 02/11  18:45:00,8.9575,149.2
 02/11  19:00:00,8.92,150.52
 02/11  19:15:00,8.88,153.19
 02/11  19:30:00,8.84,155.41
 02/11  19:45:00,8.8,156.91
 02/11  20:00:00,8.76,156.61
 02/11  20:15:00,8.7575,153.44
 02/11  20:30:00,8.755,152.66
 02/11  20:45:00,8.7525,152.99
 02/11  21:00:00,8.75,152.31
 02/11  21:15:00,8.75,152.25
 02/11  21:30:00,8.75,154.07
 02/11  21:45:00,8.75,153.72
 02/11  22:00:00,8.75,152.22
 02/11  22:15:00,8.7475,154.81
 02/11  22:30:00,8.745,153.27
 02/11  22:45:00,8.7425,154.3
 02/11  23:00:00,8.74,154.06
 02/11  23:15:00,8.6975,155.78
 02/11  23:30:00,8.655,154.72
 02/11  23:45:00,8.6125,155.76
 02/11  24:00:00,8.57,156.53
 02/12  00:15:00,8.5275,157.66
 02/12  00:30:00,8.485,157.34
 02/12  00:45:00,8.4425,156.99
 02/12  01:00:00,8.4,158.52
 02/12  01:15:00,8.355,158.77
 02/12  01:30:00,8.31,158.91
 02/12  01:45:00,8.265,158.96
 02/12  02:00:00,8.22,159.06
 02/12  02:15:00,8.17,160.87
 02/12  02:30:00,8.12,161.03
 02/12  02:45:00,8.07,161.21
 02/12  03:00:00,8.02,163.11
 02/12  03:15:00,7.9675,163.34
 02/12  03:30:00,7.915,162.95
 02/12  03:45:00,7.8625,164.25
 02/12  04:00:00,7.81,166.66
 02/12  04:15:00,7.7575,165.68
 02/12  04:30:00,7.705,166.35
 02/12  04:45:00,7.6525,169.1
 02/12  05:00:00,7.6,167.6
 02/12  05:15:00,7.56,168.92
 02/12  05:30:00,7.52,170.83
 02/12  05:45:00,7.48,170.01
 02/12  06:00:00,7.44,170.25
 02/12  06:15:00,7.4,171.66
 02/12  06:30:00,7.36,171.18
 02/12  06:45:00,7.32,172.7
 02/12  07:00:00,7.28,172.05
 02/12  07:15:00,7.2425,176.07
 02/12  07:30:00,7.205,177.54
 02/12  07:45:00,7.1675,175.55
 02/12  08:00:00,7.13,175.11
 02/12  08:15:00,7.3075,176.8
 02/12  08:30:00,7.485,178.97
 02/12  08:45:00,7.6625,175.83
 02/12  09:00:00,7.84,173.6
 02/12  09:15:00,8.0175,174.68
 02/12  09:30:00,8.195,172.4
 02/12  09:45:00,8.3725,171.81
 02/12  10:00:00,8.55,171.79
 02/12  10:15:00,8.7275,168.62
 02/12  10:30:00,8.905,168.47
 02/12  10:45:00,9.0825,169.21
 02/12  11:00:00,9.26,163.39
 02/12  11:15:00,9.23,162.46
 02/12  11:30:00,9.2,162.7
 02/12  11:45:00,9.17,158.35
 02/12  12:00:00,9.14,158.3
 02/12  12:15:00,9.11,151.94
 02/12  12:30:00,9.08,145.09
 02/12  12:45:00,9.05,144.4
 02/12  13:00:00,9.02,146.51
 02/12  13:15:00,8.99,147.15
 02/12  13:30:00,8.96,151.37
 02/12  13:45:00,8.93,151.95
 02/12  14:00:00,8.9,155.03
 02/12  14:15:00,8.5675,162.88
 02/12  14:30:00,8.235,170.94
 02/12  14:45:00,7.9025,169.3
 02/12  15:00:00,7.57,167.95
 02/12  15:15:00,7.235,165.55
 02/12  15:30:00,6.9,164.87
 02/12  15:45:00,6.565,165.67
 02/12  16:00:00,6.23,169.12
 02/12  16:15:00,5.8975,172.33
 02/12  16:30:00,5.565,177.31
 02/12  16:45:00,5.2325,180.98
 02/12  17:00:00,4.9,185.46
 02/12  17:15:00,4.775,183
 02/12  17:30:00,4.65,182.94
 02/12  17:45:00,4.525,184.43
 02/12  18:00:00,4.4,186.12
 02/12  18:15:00,4.2775,182.79
 02/12  18:30:00,4.155,181.37
 02/12  18:45:00,4.0325,181.68
 02/12  19:00:00,3.91,184.24
 02/12  19:15:00,3.785,191.08
 02/12  19:30:00,3.66,193.31
 02/12  19:45:00,3.535,196.24
 02/12  20:00:00,3.41,199.63
 02/12  20:15:00,3.515,195.84
 02/12  20:30:00,3.62,195.46
 02/12  20:45:00,3.725,196.76
 02/12  21:00:00,3.83,196.29
 02/12  21:15:00,3.935,196.46
 02/12  21:30:00,4.04,198.39
 02/12  21:45:00,4.145,200.1
 02/12  22:00:00,4.25,198.44
 02/12  22:15:00,4.3525,200.06
 02/12  22:30:00,4.455,201.25
 02/12  22:45:00,4.5575,201.72
 02/12  23:00:00,4.66,200.77
 02/12  23:15:00,4.745,203.4
 02/12  23:30:00,4.83,203.13
 02/12  23:45:00,4.915,204.55
 02/12  24:00:00,5,204.02
 02/13  00:15:00,5.085,204.66
 02/13  00:30:00,5.17,205.68
 02/13  00:45:00,5.255,206.17
 02/13  01:00:00,5.34,207.95
 02/13  01:15:00,5.4225,205.62
 02/13  01:30:00,5.505,207.81
 02/13  01:45:00,5.5875,208.99
 02/13  02:00:00,5.67,206.6
 02/13  02:15:00,5.6775,208
 02/13  02:30:00,5.685,209.93
 02/13  02:45:00,5.6925,210.24
 02/13  03:00:00,5.7,211.42
 02/13  03:15:00,5.705,210.86
 02/13  03:30:00,5.71,211.58
 02/13  03:45:00,5.715,212.82
 02/13  04:00:00,5.72,212.16
 02/13  04:15:00,5.725,213.67
 02/13  04:30:00,5.73,214.29
 02/13  04:45:00,5.735,214.17
 02/13  05:00:00,5.74,213.73
 02/13  05:15:00,5.7775,212.84
 02/13  05:30:00,5.815,214.76
 02/13  05:45:00,5.8525,216.91
 02/13  06:00:00,5.89,216.72
 02/13  06:15:00,5.925,214.44
 02/13  06:30:00,5.96,215.89
 02/13  06:45:00,5.995,218.43
 02/13  07:00:00,6.03,216.7
 02/13  07:15:00,6.0675,220.45
 02/13  07:30:00,6.105,223.26
 02/13  07:45:00,6.1425,218.12
 02/13  08:00:00,6.18,215.94
 02/13  08:15:00,6.23,215.29
 02/13  08:30:00,6.28,213.78
 02/13  08:45:00,6.33,214.48
 02/13  09:00:00,6.38,211.89
 02/13  09:15:00,6.4325,218.63
 02/13  09:30:00,6.485,221.74
 02/13  09:45:00,6.5375,221.18
 02/13  10:00:00,6.59,218.97
 02/13  10:15:00,6.64,216.45
 02/13  10:30:00,6.69,217.54
 02/13  10:45:00,6.74,213.48
 02/13  11:00:00,6.79,213.63
 02/13  11:15:00,6.8075,209.42
 02/13  11:30:00,6.825,209.06
 02/13  11:45:00,6.8425,208.65
 02/13  12:00:00,6.86,207.67
 02/13  12:15:00,6.8775,202.73
 02/13  12:30:00,6.895,201.45
 02/13  12:45:00,6.9125,201.04
 02/13  13:00:00,6.93,202.96
 02/13  13:15:00,6.9475,201.58
 02/13  13:30:00,6.965,202.29
 02/13  13:45:00,6.9825,203.73
 02/13  14:00:00,7,202.63
 02/13  14:15:00,6.98,210.74
 02/13  14:30:00,6.96,210.96
 02/13  14:45:00,6.94,211.52
 02/13  15:00:00,6.92,206.82
 02/13  15:15:00,6.9025,208.07
 02/13  15:30:00,6.885,207.01
 02/13  15:45:00,6.8675,203.23
 02/13  16:00:00,6.85,205.99
 02/13  16:15:00,6.83,208
 02/13  16:30:00,6.81,208.37
 02/13  16:45:00,6.79,213.22
 02/13  17:00:00,6.77,211.63
 02/13  17:15:00,6.725,209.31
 02/13  17:30:00,6.68,208.79
 02/13  17:45:00,6.635,209.4
 02/13  18:00:00,6.59,210.3
 02/13  18:15:00,6.5475,204.32
 02/13  18:30:00,6.505,199.89
 02/13  18:45:00,6.4625,198.86
 02/13  19:00:00,6.42,201.18
 02/13  19:15:00,6.375,203.21
 02/13  19:30:00,6.33,207.65
 02/13  19:45:00,6.285,206.72
 02/13  20:00:00,6.24,206.55
 02/13  20:15:00,6.205,204.37
 02/13  20:30:00,6.17,202.09
 02/13  20:45:00,6.135,200.01
 02/13  21:00:00,6.1,200.19
 02/13  21:15:00,6.065,201.52
 02/13  21:30:00,6.03,198.99
 02/13  21:45:00,5.995,199.6
 02/13  22:00:00,5.96,200.44
 02/13  22:15:00,5.925,198.42
 02/13  22:30:00,5.89,197.58
 02/13  22:45:00,5.855,198.24
 02/13  23:00:00,5.82,197.26
 02/13  23:15:00,5.695,195.63
 02/13  23:30:00,5.57,200.42
 02/13  23:45:00,5.445,199.21
 02/13  24:00:00,5.32,200.61
 02/14  00:15:00,5.1975,208.92
 02/14  00:30:00,5.075,213.43
 02/14  00:45:00,4.9525,213.89
 02/14  01:00:00,4.83,216.59
 02/14  01:15:00,4.705,215.29
 02/14  01:30:00,4.58,217.95
 02/14  01:45:00,4.455,219.41
 02/14  02:00:00,4.33,217.56
 02/14  02:15:00,4.245,215.94
 02/14  02:30:00,4.16,210.85
 02/14  02:45:00,4.075,211.2
 02/14  03:00:00,3.99,213.66
 02/14  03:15:00,3.9025,214.66
 02/14  03:30:00,3.815,214.85
 02/14  03:45:00,3.7275,215
 02/14  04:00:00,3.64,217.46
 02/14  04:15:00,3.5525,220.52
 02/14  04:30:00,3.465,217.54
 02/14  04:45:00,3.3775,217.98
 02/14  05:00:00,3.29,220.76
 02/14  05:15:00,3.3775,220.25
 02/14  05:30:00,3.465,221.32
 02/14  05:45:00,3.5525,222.58
 02/14  06:00:00,3.64,219.95
 02/14  06:15:00,3.7275,223.74
 02/14  06:30:00,3.815,224.56
 02/14  06:45:00,3.9025,221.47
 02/14  07:00:00,3.99,225.89
 02/14  07:15:00,4.08,224.43
 02/14  07:30:00,4.17,218.55
 02/14  07:45:00,4.26,210.66
 02/14  08:00:00,4.35,204.64
 02/14  08:15:00,4.555,198.34
 02/14  08:30:00,4.76,190.51
 02/14  08:45:00,4.965,183.73
 02/14  09:00:00,5.17,179.13
 02/14  09:15:00,5.375,175.97
 02/14  09:30:00,5.58,173.37
 02/14  09:45:00,5.785,171.01
 02/14  10:00:00,5.99,168.57
 02/14  10:15:00,6.195,165.31
 02/14  10:30:00,6.4,161.49
 02/14  10:45:00,6.605,158.5
 02/14  11:00:00,6.81,157.19
 02/14  11:15:00,6.885,157.03
 02/14  11:30:00,6.96,160.22
 02/14  11:45:00,7.035,157.5
 02/14  12:00:00,7.11,154.84
 02/14  12:15:00,7.185,153.34
 02/14  12:30:00,7.26,149.12
 02/14  12:45:00,7.335,145.5
 02/14  13:00:00,7.41,140.13
 02/14  13:15:00,7.485,135.58
 02/14  13:30:00,7.56,131.48
 02/14  13:45:00,7.635,126.48
 02/14  14:00:00,7.71,127.07
 02/14  14:15:00,7.4325,128.65
 02/14  14:30:00,7.155,131.79
 02/14  14:45:00,6.8775,136.45
 02/14  15:00:00,6.6,138.76
 02/14  15:15:00,6.3225,141.7
 02/14  15:30:00,6.045,144.32
 02/14  15:45:00,5.7675,147.17
 02/14  16:00:00,5.49,151.21
 02/14  16:15:00,5.2125,161.74
 02/14  16:30:00,4.935,168.99
 02/14  16:45:00,4.6575,172.78
 02/14  17:00:00,4.38,177.62
 02/14  17:15:00,4.2625,176.78
 02/14  17:30:00,4.145,177.98
 02/14  17:45:00,4.0275,180.73
 02/14  18:00:00,3.91,180.35
 02/14  18:15:00,3.7925,184.43
 02/14  18:30:00,3.675,187.17
 02/14  18:45:00,3.5575,186.05
 02/14  19:00:00,3.44,189.1
 02/14  19:15:00,3.3225,191.92
 02/14  19:30:00,3.205,194.13
 02/14  19:45:00,3.0875,195.55
 02/14  20:00:00,2.97,197.99
 02/14  20:15:00,3.015,193.5
 02/14  20:30:00,3.06,191.71
 02/14  20:45:00,3.105,192.19
 02/14  21:00:00,3.15,193.2
 02/14  21:15:00,3.1975,196.02
 02/14  21:30:00,3.245,196.86
 02/14  21:45:00,3.2925,197.52
 02/14  22:00:00,3.34,198.95
 02/14  22:15:00,3.3875,200.88
 02/14  22:30:00,3.435,203.71
 02/14  22:45:00,3.4825,203.16
 02/14  23:00:00,3.53,204.33
 02/14  23:15:00,3.5175,205.52
 02/14  23:30:00,3.505,206.35
 02/14  23:45:00,3.4925,205.84
 02/14  24:00:00,3.48,208.09
 02/15  00:15:00,3.47,217.92
 02/15  00:30:00,3.46,220.17
 02/15  00:45:00,3.45,220.97
 02/15  01:00:00,3.44,221.29
 02/15  01:15:00,3.43,221.58
 02/15  01:30:00,3.42,222.24
 02/15  01:45:00,3.41,223.85
 02/15  02:00:00,3.4,224.08
 02/15  02:15:00,3.41,217.22
 02/15  02:30:00,3.42,214.97
 02/15  02:45:00,3.43,215.23
 02/15  03:00:00,3.44,218.83
 02/15  03:15:00,3.45,218.24
 02/15  03:30:00,3.46,220.49
 02/15  03:45:00,3.47,218.99
 02/15  04:00:00,3.48,222.78
 02/15  04:15:00,3.49,223.98
 02/15  04:30:00,3.5,223.01
 02/15  04:45:00,3.51,223.08
 02/15  05:00:00,3.52,226.08
 02/15  05:15:00,3.565,226.33
 02/15  05:30:00,3.61,230.32
 02/15  05:45:00,3.655,229.16
 02/15  06:00:00,3.7,232.7
 02/15  06:15:00,3.7425,232.4
 02/15  06:30:00,3.785,233.32
 02/15  06:45:00,3.8275,236.53
 02/15  07:00:00,3.87,235.69
 02/15  07:15:00,3.915,237.09
 02/15  07:30:00,3.96,240.91
 02/15  07:45:00,4.005,235.67
 02/15  08:00:00,4.05,235.65
 02/15  08:15:00,4.155,236.63
 02/15  08:30:00,4.26,232.89
 02/15  08:45:00,4.365,235.76
 02/15  09:00:00,4.47,229.48
 02/15  09:15:00,4.575,230.78
 02/15  09:30:00,4.68,227.78
 02/15  09:45:00,4.785,225.37
 02/15  10:00:00,4.89,224.89
 02/15  10:15:00,4.995,224.9
 02/15  10:30:00,5.1,223.15
 02/15  10:45:00,5.205,225.44
 02/15  11:00:00,5.31,224.57
 02/15  11:15:00,5.41,222.99
 02/15  11:30:00,5.51,224.17
 02/15  11:45:00,5.61,222.95
 02/15  12:00:00,5.71,222.02
 02/15  12:15:00,5.8075,219.84
 02/15  12:30:00,5.905,218.79
 02/15  12:45:00,6.0025,214.68
 02/15  13:00:00,6.1,217.33
 02/15  13:15:00,6.2,216.1
 02/15  13:30:00,6.3,212.67
 02/15  13:45:00,6.4,211.93
 02/15  14:00:00,6.5,209.78
 02/15  14:15:00,6.4325,211.3
 02/15  14:30:00,6.365,208.49
 02/15  14:45:00,6.2975,208.08
 02/15  15:00:00,6.23,203.39
 02/15  15:15:00,6.16,197.59
 02/15  15:30:00,6.09,194.01
 02/15  15:45:00,6.02,192.87
 02/15  16:00:00,5.95,195.62
 02/15  16:15:00,5.8825,205.98
 02/15  16:30:00,5.815,214.95
 02/15  16:45:00,5.7475,218.99
 02/15  17:00:00,5.68,219.12
 02/15  17:15:00,5.635,217.65
 02/15  17:30:00,5.59,218.98
 02/15  17:45:00,5.545,217.83
 02/15  18:00:00,5.5,218.25
 02/15  18:15:00,5.4525,217.8
 02/15  18:30:00,5.405,219.56
 02/15  18:45:00,5.3575,220.61
 02/15  19:00:00,5.31,220.56
 02/15  19:15:00,5.265,221.96
 02/15  19:30:00,5.22,222.08
 02/15  19:45:00,5.175,222.49
 02/15  20:00:00,5.13,220.34
 02/15  20:15:00,5.07,217.51
 02/15  20:30:00,5.01,214.25
 02/15  20:45:00,4.95,212.87
 02/15  21:00:00,4.89,214.42
 02/15  21:15:00,4.8325,217.63
 02/15  21:30:00,4.775,216.39
 02/15  21:45:00,4.7175,216.69
 02/15  22:00:00,4.66,215.54
 02/15  22:15:00,4.6025,220.1
 02/15  22:30:00,4.545,219.08
 02/15  22:45:00,4.4875,217.98
 02/15  23:00:00,4.43,220.21
 02/15  23:15:00,4.3425,221.82
 02/15  23:30:00,4.255,220.94
 02/15  23:45:00,4.1675,219.93
 02/15  24:00:00,4.08,223.87
 02/16  00:15:00,3.995,225.38
 02/16  00:30:00,3.91,222.42
 02/16  00:45:00,3.825,224.89
 02/16  01:00:00,3.74,226.64
 02/16  01:15:00,3.6525,229.7
 02/16  01:30:00,3.565,227.09
 02/16  01:45:00,3.4775,226.64
 02/16  02:00:00,3.39,229.31
 02/16  02:15:00,3.335,232
 02/16  02:30:00,3.28,232.41
 02/16  02:45:00,3.225,230.13
 02/16  03:00:00,3.17,229.66
 02/16  03:15:00,3.1125,232.95
 02/16  03:30:00,3.055,230.32
 02/16  03:45:00,2.9975,233.35
 02/16  04:00:00,2.94,232.82
 02/16  04:15:00,2.8825,232.32
 02/16  04:30:00,2.825,232.55
 02/16  04:45:00,2.7675,233.14
 02/16  05:00:00,2.71,232.32
 02/16  05:15:00,2.86,236.56
 02/16  05:30:00,3.01,235.06
 02/16  05:45:00,3.16,231.71
 02/16  06:00:00,3.31,235.59
 02/16  06:15:00,3.4575,232.07
 02/16  06:30:00,3.605,231.92
 02/16  06:45:00,3.7525,233.75
 02/16  07:00:00,3.9,230.48
 02/16  07:15:00,4.05,235.4
 02/16  07:30:00,4.2,232.87
 02/16  07:45:00,4.35,222.41
 02/16  08:00:00,4.5,217.65
 02/16  08:15:00,4.765,219.43
 02/16  08:30:00,5.03,218.36
 02/16  08:45:00,5.295,215.12
 02/16  09:00:00,5.56,210.65
 02/16  09:15:00,5.825,207.8
 02/16  09:30:00,6.09,205.96
 02/16  09:45:00,6.355,205.45
 02/16  10:00:00,6.62,201.85
 02/16  10:15:00,6.8875,203.02
 02/16  10:30:00,7.155,205.73
 02/16  10:45:00,7.4225,201.08
 02/16  11:00:00,7.69,198.29
 02/16  11:15:00,7.6825,193.99
 02/16  11:30:00,7.675,189.94
 02/16  11:45:00,7.6675,186.1
 02/16  12:00:00,7.66,182.69
 02/16  12:15:00,7.6525,170.54
 02/16  12:30:00,7.645,160.4
 02/16  12:45:00,7.6375,155.49
 02/16  13:00:00,7.63,152.32
 02/16  13:15:00,7.6225,149.69
 02/16  13:30:00,7.615,147.97
 02/16  13:45:00,7.6075,146.58
 02/16  14:00:00,7.6,147.04
 02/16  14:15:00,7.42,154.38
 02/16  14:30:00,7.24,160.65
 02/16  14:45:00,7.06,163.61
 02/16  15:00:00,6.88,165.11
 02/16  15:15:00,6.7025,168.62
 02/16  15:30:00,6.525,172.79
 02/16  15:45:00,6.3475,172.85
 02/16  16:00:00,6.17,177.43
 02/16  16:15:00,5.99,179.45
 02/16  16:30:00,5.81,180.6
 02/16  16:45:00,5.63,184.62
 02/16  17:00:00,5.45,186.63
 02/16  17:15:00,5.39,184.06
 02/16  17:30:00,5.33,184.16
 02/16  17:45:00,5.27,185.5
 02/16  18:00:00,5.21,186.19
 02/16  18:15:00,5.1475,181.76
 02/16  18:30:00,5.085,178.79
 02/16  18:45:00,5.0225,180.91
 02/16  19:00:00,4.96,182.17
 02/16  19:15:00,4.9,186.8
 02/16  19:30:00,4.84,188.48
 02/16  19:45:00,4.78,192.26
 02/16  20:00:00,4.72,193.01
 02/16  20:15:00,4.6825,190.59
 02/16  20:30:00,4.645,189.47
 02/16  20:45:00,4.6075,190.85
 02/16  21:00:00,4.57,189.67
 02/16  21:15:00,4.535,191.47
 02/16  21:30:00,4.5,192.57
 02/16  21:45:00,4.465,191.03
 02/16  22:00:00,4.43,191.83
 02/16  22:15:00,4.3925,193.59
 02/16  22:30:00,4.355,193.2
 02/16  22:45:00,4.3175,194.76
 02/16  23:00:00,4.28,194.65
 02/16  23:15:00,4.1925,195.29
 02/16  23:30:00,4.105,196.65
 02/16  23:45:00,4.0175,197.23
 02/16  24:00:00,3.93,200.45
 02/17  00:15:00,3.8425,200.03
 02/17  00:30:00,3.755,204.28
 02/17  00:45:00,3.6675,203.32
 02/17  01:00:00,3.58,206.35
 02/17  01:15:00,3.49,206.55
 02/17  01:30:00,3.4,207.78
 02/17  01:45:00,3.31,209.44
 02/17  02:00:00,3.22,211.73
 02/17  02:15:00,3.165,212.56
 02/17  02:30:00,3.11,214.31
 02/17  02:45:00,3.055,212.55
 02/17  03:00:00,3,214.8
 02/17  03:15:00,2.945,219.24
 02/17  03:30:00,2.89,216.79
 02/17  03:45:00,2.835,218.37
 02/17  04:00:00,2.78,221.07
 02/17  04:15:00,2.7225,221.45
 02/17  04:30:00,2.665,222.92
 02/17  04:45:00,2.6075,225.9
 02/17  05:00:00,2.55,224.56
 02/17  05:15:00,2.6775,224.96
 02/17  05:30:00,2.805,227.34
 02/17  05:45:00,2.9325,225.29
 02/17  06:00:00,3.06,225.68
 02/17  06:15:00,3.1875,224.8
 02/17  06:30:00,3.315,225.53
 02/17  06:45:00,3.4425,224.44
 02/17  07:00:00,3.57,228.45
 02/17  07:15:00,3.6975,228
 02/17  07:30:00,3.825,228.91
 02/17  07:45:00,3.9525,226.09
 02/17  08:00:00,4.08,225.31
 02/17  08:15:00,4.4825,223.71
 02/17  08:30:00,4.885,218.4
 02/17  08:45:00,5.2875,218.4
 02/17  09:00:00,5.69,212.65
 02/17  09:15:00,6.0925,212.91
 02/17  09:30:00,6.495,214.61
 02/17  09:45:00,6.8975,210.73
 02/17  10:00:00,7.3,205.73
 02/17  10:15:00,7.7025,205.11
 02/17  10:30:00,8.105,199.5
 02/17  10:45:00,8.5075,196.2
 02/17  11:00:00,8.91,194.02
 02/17  11:15:00,8.8975,191.95
 02/17  11:30:00,8.885,190.55
 02/17  11:45:00,8.8725,191.13
 02/17  12:00:00,8.86,190.62
 02/17  12:15:00,8.8475,183.77
 02/17  12:30:00,8.835,180.85
 02/17  12:45:00,8.8225,178.13
 02/17  13:00:00,8.81,176.31
 02/17  13:15:00,8.7975,175.01
 02/17  13:30:00,8.785,173.19
 02/17  13:45:00,8.7725,172.12
 02/17  14:00:00,8.76,172.05
 02/17  14:15:00,8.4575,179.14
 02/17  14:30:00,8.155,188.01
 02/17  14:45:00,7.8525,190.11
 02/17  15:00:00,7.55,188.63
 02/17  15:15:00,7.245,193.44
 02/17  15:30:00,6.94,192.35
 02/17  15:45:00,6.635,194.8
 02/17  16:00:00,6.33,199.22
 02/17  16:15:00,6.0275,197.94
 02/17  16:30:00,5.725,200.32
 02/17  16:45:00,5.4225,204.29
 02/17  17:00:00,5.12,204.73
 02/17  17:15:00,5,204.69
 02/17  17:30:00,4.88,204.06
 02/17  17:45:00,4.76,204.72
 02/17  18:00:00,4.64,203.89
 02/17  18:15:00,4.52,200.13
 02/17  18:30:00,4.4,198.28
 02/17  18:45:00,4.28,197.85
 02/17  19:00:00,4.16,199.18
 02/17  19:15:00,4.04,204.44
 02/17  19:30:00,3.92,204.79
 02/17  19:45:00,3.8,209.64
 02/17  20:00:00,3.68,207.91
 02/17  20:15:00,3.685,206.45
 02/17  20:30:00,3.69,205.97
 02/17  20:45:00,3.695,204.61
 02/17  21:00:00,3.7,204.49
 02/17  21:15:00,3.7075,207.66
 02/17  21:30:00,3.715,207.28
 02/17  21:45:00,3.7225,205.47
 02/17  22:00:00,3.73,208.41
 02/17  22:15:00,3.7375,208
 02/17  22:30:00,3.745,208.61
 02/17  22:45:00,3.7525,208.09
 02/17  23:00:00,3.76,210.01
 02/17  23:15:00,3.7175,210.76
 02/17  23:30:00,3.675,209.13
 02/17  23:45:00,3.6325,208.64
 02/17  24:00:00,3.59,212.52
 02/18  00:15:00,3.55,210.91
 02/18  00:30:00,3.51,210.37
 02/18  00:45:00,3.47,209.59
 02/18  01:00:00,3.43,211.74
 02/18  01:15:00,3.3875,210.95
 02/18  01:30:00,3.345,211.9
 02/18  01:45:00,3.3025,212.03
 02/18  02:00:00,3.26,212.51
 02/18  02:15:00,3.2475,210.66
 02/18  02:30:00,3.235,213.12
 02/18  02:45:00,3.2225,213.81
 02/18  03:00:00,3.21,213.45
 02/18  03:15:00,3.195,215.1
 02/18  03:30:00,3.18,215.47
 02/18  03:45:00,3.165,217.43
 02/18  04:00:00,3.15,215.97
 02/18  04:15:00,3.135,218.35
 02/18  04:30:00,3.12,220.58
 02/18  04:45:00,3.105,217.85
 02/18  05:00:00,3.09,221.63
 02/18  05:15:00,3.1775,222.5
 02/18  05:30:00,3.265,220.69
 02/18  05:45:00,3.3525,220.81
 02/18  06:00:00,3.44,221.09
 02/18  06:15:00,3.525,223.87
 02/18  06:30:00,3.61,223.82
 02/18  06:45:00,3.695,222.92
 02/18  07:00:00,3.78,221.61
 02/18  07:15:00,3.8675,222.96
 02/18  07:30:00,3.955,217.41
 02/18  07:45:00,4.0425,215.72
 02/18  08:00:00,4.13,213.79
 02/18  08:15:00,4.34,216.33
 02/18  08:30:00,4.55,213.41
 02/18  08:45:00,4.76,208.39
 02/18  09:00:00,4.97,206.69
 02/18  09:15:00,5.1825,203.97
 02/18  09:30:00,5.395,201.63
 02/18  09:45:00,5.6075,200.75
 02/18  10:00:00,5.82,200.55
 02/18  10:15:00,6.03,202.07
 02/18  10:30:00,6.24,201.39
 02/18  10:45:00,6.45,203.18
 02/18  11:00:00,6.66,202.39
 02/18  11:15:00,6.695,201.8
 02/18  11:30:00,6.73,202.54
 02/18  11:45:00,6.765,203.05
 02/18  12:00:00,6.8,201.53
 02/18  12:15:00,6.835,195.13
 02/18  12:30:00,6.87,190.36
 02/18  12:45:00,6.905,187.72
 02/18  13:00:00,6.94,185.7
 02/18  13:15:00,6.975,184.98
 02/18  13:30:00,7.01,182.19
 02/18  13:45:00,7.045,178.81
 02/18  14:00:00,7.08,172.91
 02/18  14:15:00,6.945,172.58
 02/18  14:30:00,6.81,171.63
 02/18  14:45:00,6.675,172.95
 02/18  15:00:00,6.54,169.79
 02/18  15:15:00,6.405,175.79
 02/18  15:30:00,6.27,178.5
 02/18  15:45:00,6.135,178.96
 02/18  16:00:00,6,184.51
 02/18  16:15:00,5.865,189.39
 02/18  16:30:00,5.73,193.95
 02/18  16:45:00,5.595,197.29
 02/18  17:00:00,5.46,198.77
 02/18  17:15:00,5.455,196.66
 02/18  17:30:00,5.45,194.8
 02/18  17:45:00,5.445,195.99
 02/18  18:00:00,5.44,196.53
 02/18  18:15:00,5.435,191.97
 02/18  18:30:00,5.43,188.52
