DateTime,Outdoor_Temperature,DH_Heating_Rate
 12/26  06:45:00,4.1825,244.53
 12/26  07:00:00,4.18,243.82
 12/26  07:15:00,4.1775,244
 12/26  07:30:00,4.175,245.23
 12/26  07:45:00,4.1725,247.66
 12/26  08:00:00,4.17,244.34
 12/26  08:15:00,4.2875,239.7
 12/26  08:30:00,4.405,231.13
 12/26  08:45:00,4.5225,231.03
 12/26  09:00:00,4.64,222.12
 12/26  09:15:00,4.755,218.63
 12/26  09:30:00,4.87,219.81
 12/26  09:45:00,4.985,214.84
 12/26  10:00:00,5.1,212.27
 12/26  10:15:00,5.2175,211.65
 12/26  10:30:00,5.335,210.65
 12/26  10:45:00,5.4525,207.02
 12/26  11:00:00,5.57,210.21
 12/26  11:15:00,5.5475,215.31
 12/26  11:30:00,5.525,219.26
 12/26  11:45:00,5.5025,221.41
 12/26  12:00:00,5.48,223.97
 12/26  12:15:00,5.4575,223.68
 12/26  12:30:00,5.435,224.75
 12/26  12:45:00,5.4125,224.36
 12/26  13:00:00,5.39,225.27
 12/26  13:15:00,5.3675,226.49
 12/26  13:30:00,5.345,226.25
 12/26  13:45:00,5.3225,224.68
 12/26  14:00:00,5.3,228.56
 12/26  14:15:00,5.1875,225.61
 12/26  14:30:00,5.075,231.75
 12/26  14:45:00,4.9625,230.46
 12/26  15:00:00,4.85,231.19
 12/26  15:15:00,4.735,231.16
 12/26  15:30:00,4.62,233.66
 12/26  15:45:00,4.505,234.7
 12/26  16:00:00,4.39,238.09
 12/26  16:15:00,4.2775,241.02
 12/26  16:30:00,4.165,247.03
 12/26  16:45:00,4.0525,247.03
 12/26  17:00:00,3.94,249.33
 12/26  17:15:00,3.7975,250.88
 12/26  17:30:00,3.655,246.67
 12/26  17:45:00,3.5125,250.75
 12/26  18:00:00,3.37,252.38
 12/26  18:15:00,3.23,250.89
 12/26  18:30:00,3.09,254.28
 12/26  18:45:00,2.95,251.49
 12/26  19:00:00,2.81,254.46
 12/26  19:15:00,2.6675,256.77
 12/26  19:30:00,2.525,256.09
 12/26  19:45:00,2.3825,256.15
 12/26  20:00:00,2.24,259.27
 12/26  20:15:00,2.1025,250.64
 12/26  20:30:00,1.965,247.3
 12/26  20:45:00,1.8275,250.26
 12/26  21:00:00,1.69,252.04
 12/26  21:15:00,1.555,253.73
 12/26  21:30:00,1.42,254.01
 12/26  21:45:00,1.285,252.2
 12/26  22:00:00,1.15,256.13
 12/26  22:15:00,1.0125,256.15
 12/26  22:30:00,0.875,256.06
 12/26  22:45:00,0.7375,254.84
 12/26  23:00:00,0.6,259
 12/26  23:15:00,0.44,256.39
 12/26  23:30:00,0.28,261.68
 12/26  23:45:00,0.12,260.37
 12/26  24:00:00,-0.04,256.71
 12/27  00:15:00,-0.2,267.44
 12/27  00:30:00,-0.36,275.21
 12/27  00:45:00,-0.52,274.18
 12/27  01:00:00,-0.68,270.56
 12/27  01:15:00,-0.84,272.28
 12/27  01:30:00,-1,276.64
 12/27  01:45:00,-1.16,273.26
 12/27  02:00:00,-1.32,271.86
 12/27  02:15:00,-1.4725,272.6
 12/27  02:30:00,-1.625,267.92
 12/27  02:45:00,-1.7775,267.54
 12/27  03:00:00,-1.93,272.52
 12/27  03:15:00,-2.085,276.5
 12/27  03:30:00,-2.24,275.62
 12/27  03:45:00,-2.395,277.06
 12/27  04:00:00,-2.55,279.02
 12/27  04:15:00,-2.705,281.32
 12/27  04:30:00,-2.86,280.48
 12/27  04:45:00,-3.015,282.67
 12/27  05:00:00,-3.17,288.12
 12/27  05:15:00,-3.045,286.65
 12/27  05:30:00,-2.92,284.26
 12/27  05:45:00,-2.795,285.4
 12/27  06:00:00,-2.67,287.21
 12/27  06:15:00,-2.5475,283.61
 12/27  06:30:00,-2.425,284.66
 12/27  06:45:00,-2.3025,283.16
 12/27  07:00:00,-2.18,280.94
 12/27  07:15:00,-2.055,287.63
 12/27  07:30:00,-1.93,281.56
 12/27  07:45:00,-1.805,282.95
 12/27  08:00:00,-1.68,284.32
 12/27  08:15:00,-1.33,276.8
 12/27  08:30:00,-0.98,270.08
 12/27  08:45:00,-0.63,264.58
 12/27  09:00:00,-0.28,256.31
 12/27  09:15:00,0.07,254.42
 12/27  09:30:00,0.42,247.74
 12/27  09:45:00,0.77,240.11
 12/27  10:00:00,1.12,237.34
 12/27  10:15:00,1.47,233.18
 12/27  10:30:00,1.82,226.97
 12/27  10:45:00,2.17,225.51
 12/27  11:00:00,2.52,222.27
 12/27  11:15:00,2.62,220.81
 12/27  11:30:00,2.72,217.73
 12/27  11:45:00,2.82,223.55
 12/27  12:00:00,2.92,215.3
 12/27  12:15:00,3.0225,214.36
 12/27  12:30:00,3.125,212.54
 12/27  12:45:00,3.2275,211.21
 12/27  13:00:00,3.33,212.59
 12/27  13:15:00,3.4325,215.79
 12/27  13:30:00,3.535,214.28
 12/27  13:45:00,3.6375,215.79
 12/27  14:00:00,3.74,217.29
 12/27  14:15:00,3.57,215.45
 12/27  14:30:00,3.4,214.79
 12/27  14:45:00,3.23,219.31
 12/27  15:00:00,3.06,219
 12/27  15:15:00,2.8875,224.04
 12/27  15:30:00,2.715,228.01
 12/27  15:45:00,2.5425,231.07
 12/27  16:00:00,2.37,233.47
 12/27  16:15:00,2.2,241.51
 12/27  16:30:00,2.03,243.34
 12/27  16:45:00,1.86,249.03
 12/27  17:00:00,1.69,249.71
 12/27  17:15:00,1.7175,249.14
 12/27  17:30:00,1.745,250.68
 12/27  17:45:00,1.7725,249.85
 12/27  18:00:00,1.8,251.33
 12/27  18:15:00,1.83,251.32
 12/27  18:30:00,1.86,252.75
 12/27  18:45:00,1.89,253.8
 12/27  19:00:00,1.92,254.38
 12/27  19:15:00,1.9475,253.01
 12/27  19:30:00,1.975,257.85
 12/27  19:45:00,2.0025,257.72
 12/27  20:00:00,2.03,255.3
 12/27  20:15:00,2.0575,252.3
 12/27  20:30:00,2.085,248.46
 12/27  20:45:00,2.1125,248.82
 12/27  21:00:00,2.14,249.94
 12/27  21:15:00,2.165,253.14
 12/27  21:30:00,2.19,252.71
 12/27  21:45:00,2.215,252.78
 12/27  22:00:00,2.24,253.19
 12/27  22:15:00,2.2675,254.13
 12/27  22:30:00,2.295,255.16
 12/27  22:45:00,2.3225,254.84
 12/27  23:00:00,2.35,253.2
 12/27  23:15:00,2.3625,258.01
 12/27  23:30:00,2.375,255.19
 12/27  23:45:00,2.3875,259.13
 12/27  24:00:00,2.4,254.12
 12/28  00:15:00,2.4125,257.37
 12/28  00:30:00,2.425,260.9
 12/28  00:45:00,2.4375,258.62
 12/28  01:00:00,2.45,259.38
 12/28  01:15:00,2.4625,260.48
 12/28  01:30:00,2.475,258.33
 12/28  01:45:00,2.4875,260.47
 12/28  02:00:00,2.5,260.89
 12/28  02:15:00,2.4525,260.27
 12/28  02:30:00,2.405,262.17
 12/28  02:45:00,2.3575,263.16
 12/28  03:00:00,2.31,263.9
 12/28  03:15:00,2.2625,259.83
 12/28  03:30:00,2.215,268.28
 12/28  03:45:00,2.1675,265.09
 12/28  04:00:00,2.12,265.47
 12/28  04:15:00,2.0725,266.56
 12/28  04:30:00,2.025,268.95
 12/28  04:45:00,1.9775,268.3
 12/28  05:00:00,1.93,267.21
 12/28  05:15:00,1.95,270.73
 12/28  05:30:00,1.97,268.47
 12/28  05:45:00,1.99,270.48
 12/28  06:00:00,2.01,267.97
 12/28  06:15:00,2.0275,269.49
 12/28  06:30:00,2.045,270.7
 12/28  06:45:00,2.0625,270.57
 12/28  07:00:00,2.08,264.6
 12/28  07:15:00,2.1,275.04
 12/28  07:30:00,2.12,277.56
 12/28  07:45:00,2.14,273.18
 12/28  08:00:00,2.16,274.9
 12/28  08:15:00,2.275,276.73
 12/28  08:30:00,2.39,277.09
 12/28  08:45:00,2.505,274.06
 12/28  09:00:00,2.62,271.73
 12/28  09:15:00,2.7325,276.06
 12/28  09:30:00,2.845,275.85
 12/28  09:45:00,2.9575,272.48
 12/28  10:00:00,3.07,270.75
 12/28  10:15:00,3.185,263.77
 12/28  10:30:00,3.3,259.03
 12/28  10:45:00,3.415,258.67
 12/28  11:00:00,3.53,259.86
 12/28  11:15:00,3.525,257.98
 12/28  11:30:00,3.52,262.46
 12/28  11:45:00,3.515,259.17
 12/28  12:00:00,3.51,262.91
 12/28  12:15:00,3.5075,252.91
 12/28  12:30:00,3.505,247.45
 12/28  12:45:00,3.5025,247.11
 12/28  13:00:00,3.5,245.57
 12/28  13:15:00,3.4975,244.96
 12/28  13:30:00,3.495,243.2
 12/28  13:45:00,3.4925,243.57
 12/28  14:00:00,3.49,242.06
 12/28  14:15:00,3.505,246.5
 12/28  14:30:00,3.52,247.62
 12/28  14:45:00,3.535,246.88
 12/28  15:00:00,3.55,245.46
 12/28  15:15:00,3.565,248.87
 12/28  15:30:00,3.58,249.7
 12/28  15:45:00,3.595,248.2
 12/28  16:00:00,3.61,248.57
 12/28  16:15:00,3.625,242.47
 12/28  16:30:00,3.64,239.88
 12/28  16:45:00,3.655,239.78
 12/28  17:00:00,3.67,235.74
 12/28  17:15:00,3.7225,232.53
 12/28  17:30:00,3.775,234.87
 12/28  17:45:00,3.8275,229.39
 12/28  18:00:00,3.88,232.7
 12/28  18:15:00,3.93,223.08
 12/28  18:30:00,3.98,220
 12/28  18:45:00,4.03,222.03
 12/28  19:00:00,4.08,220.04
 12/28  19:15:00,4.1325,224.77
 12/28  19:30:00,4.185,224.04
 12/28  19:45:00,4.2375,225.45
 12/28  20:00:00,4.29,221.21
 12/28  20:15:00,4.395,222.43
 12/28  20:30:00,4.5,217.33
 12/28  20:45:00,4.605,214.49
 12/28  21:00:00,4.71,217.83
 12/28  21:15:00,4.8175,217.11
 12/28  21:30:00,4.925,215.1
 12/28  21:45:00,5.0325,215.31
 12/28  22:00:00,5.14,213.96
 12/28  22:15:00,5.245,213.62
 12/28  22:30:00,5.35,213.09
 12/28  22:45:00,5.455,212.89
 12/28  23:00:00,5.56,211.82
 12/28  23:15:00,5.385,212.71
 12/28  23:30:00,5.21,213.6
 12/28  23:45:00,5.035,211.82
 12/28  24:00:00,4.86,213.27
 12/29  00:15:00,4.685,212.94
 12/29  00:30:00,4.51,213.29
 12/29  00:45:00,4.335,212.07
 12/29  01:00:00,4.16,212.17
 12/29  01:15:00,3.985,212.37
 12/29  01:30:00,3.81,211.85
 12/29  01:45:00,3.635,212.53
 12/29  02:00:00,3.46,210.41
 12/29  02:15:00,3.46,211.7
 12/29  02:30:00,3.46,212.06
 12/29  02:45:00,3.46,208.33
 12/29  03:00:00,3.46,210.84
 12/29  03:15:00,3.4575,211.32
 12/29  03:30:00,3.455,208.56
 12/29  03:45:00,3.4525,210.48
 12/29  04:00:00,3.45,210.68
 12/29  04:15:00,3.45,207.1
 12/29  04:30:00,3.45,210.56
 12/29  04:45:00,3.45,208.9
 12/29  05:00:00,3.45,207.42
 12/29  05:15:00,3.4825,208.6
 12/29  05:30:00,3.515,210.32
 12/29  05:45:00,3.5475,206.4
 12/29  06:00:00,3.58,208.86
 12/29  06:15:00,3.615,210.01
 12/29  06:30:00,3.65,207.63
 12/29  06:45:00,3.685,210.51
 12/29  07:00:00,3.72,209.84
 12/29  07:15:00,3.7525,209.96
 12/29  07:30:00,3.785,215.32
 12/29  07:45:00,3.8175,214.04
 12/29  08:00:00,3.85,214.58
 12/29  08:15:00,3.995,213.33
 12/29  08:30:00,4.14,213.23
 12/29  08:45:00,4.285,209.53
 12/29  09:00:00,4.43,207.8
 12/29  09:15:00,4.5725,213.4
 12/29  09:30:00,4.715,216.08
 12/29  09:45:00,4.8575,214.54
 12/29  10:00:00,5,214.31
 12/29  10:15:00,5.1425,211.81
 12/29  10:30:00,5.285,210.05
 12/29  10:45:00,5.4275,207.88
 12/29  11:00:00,5.57,207.72
 12/29  11:15:00,5.5175,208.17
 12/29  11:30:00,5.465,208.73
 12/29  11:45:00,5.4125,209.68
 12/29  12:00:00,5.36,207.12
 12/29  12:15:00,5.3075,202
 12/29  12:30:00,5.255,201.32
 12/29  12:45:00,5.2025,200.41
 12/29  13:00:00,5.15,200.34
 12/29  13:15:00,5.0975,202.2
 12/29  13:30:00,5.045,201.57
 12/29  13:45:00,4.9925,201.11
 12/29  14:00:00,4.94,203.97
 12/29  14:15:00,4.875,208.57
 12/29  14:30:00,4.81,213.29
 12/29  14:45:00,4.745,216.61
 12/29  15:00:00,4.68,217.59
 12/29  15:15:00,4.615,218.94
 12/29  15:30:00,4.55,223.99
 12/29  15:45:00,4.485,226.46
 12/29  16:00:00,4.42,226.45
 12/29  16:15:00,4.355,224.16
 12/29  16:30:00,4.29,222.19
 12/29  16:45:00,4.225,224.31
 12/29  17:00:00,4.16,227.48
 12/29  17:15:00,4.125,222.49
 12/29  17:30:00,4.09,225.39
 12/29  17:45:00,4.055,222.77
 12/29  18:00:00,4.02,226.13
 12/29  18:15:00,3.985,222.02
 12/29  18:30:00,3.95,216.8
 12/29  18:45:00,3.915,219.25
 12/29  19:00:00,3.88,221.4
 12/29  19:15:00,3.845,226.45
 12/29  19:30:00,3.81,227.55
 12/29  19:45:00,3.775,234.5
 12/29  20:00:00,3.74,230.31
 12/29  20:15:00,3.7325,228.2
 12/29  20:30:00,3.725,227.93
 12/29  20:45:00,3.7175,227.43
 12/29  21:00:00,3.71,230.59
 12/29  21:15:00,3.7025,229.1
 12/29  21:30:00,3.695,232.74
 12/29  21:45:00,3.6875,232.01
 12/29  22:00:00,3.68,231.85
 12/29  22:15:00,3.6725,234.55
 12/29  22:30:00,3.665,234.71
 12/29  22:45:00,3.6575,233.44
 12/29  23:00:00,3.65,238.47
 12/29  23:15:00,3.4825,235.42
 12/29  23:30:00,3.315,240.72
 12/29  23:45:00,3.1475,242.59
 12/29  24:00:00,2.98,242.32
 12/30  00:15:00,2.8125,242.51
 12/30  00:30:00,2.645,245.72
 12/30  00:45:00,2.4775,247.72
 12/30  01:00:00,2.31,251.51
 12/30  01:15:00,2.14,252.06
 12/30  01:30:00,1.97,251.92
 12/30  01:45:00,1.8,254.45
 12/30  02:00:00,1.63,256.87
 12/30  02:15:00,1.6225,256.46
 12/30  02:30:00,1.615,259.12
 12/30  02:45:00,1.6075,259.79
 12/30  03:00:00,1.6,260.15
 12/30  03:15:00,1.59,259.37
 12/30  03:30:00,1.58,261.08
 12/30  03:45:00,1.57,261.18
 12/30  04:00:00,1.56,263.61
 12/30  04:15:00,1.5525,262.62
 12/30  04:30:00,1.545,264.95
 12/30  04:45:00,1.5375,262
 12/30  05:00:00,1.53,267.73
 12/30  05:15:00,1.545,266.3
 12/30  05:30:00,1.56,265.32
 12/30  05:45:00,1.575,265.61
 12/30  06:00:00,1.59,269.35
 12/30  06:15:00,1.605,265.78
 12/30  06:30:00,1.62,266.41
 12/30  06:45:00,1.635,268.51
 12/30  07:00:00,1.65,267.2
 12/30  07:15:00,1.665,268.58
 12/30  07:30:00,1.68,273.58
 12/30  07:45:00,1.695,272.25
 12/30  08:00:00,1.71,273.5
 12/30  08:15:00,1.8025,273.43
 12/30  08:30:00,1.895,275.49
 12/30  08:45:00,1.9875,273.92
 12/30  09:00:00,2.08,275.95
 12/30  09:15:00,2.1725,277.02
 12/30  09:30:00,2.265,276.6
 12/30  09:45:00,2.3575,277.99
 12/30  10:00:00,2.45,277.05
 12/30  10:15:00,2.5425,275.02
 12/30  10:30:00,2.635,274.35
 12/30  10:45:00,2.7275,275.29
 12/30  11:00:00,2.82,273.62
 12/30  11:15:00,2.8075,273.01
 12/30  11:30:00,2.795,273.27
 12/30  11:45:00,2.7825,274.67
 12/30  12:00:00,2.77,273.15
 12/30  12:15:00,2.7575,265.89
 12/30  12:30:00,2.745,263.97
 12/30  12:45:00,2.7325,265.08
 12/30  13:00:00,2.72,267.24
 12/30  13:15:00,2.71,268.19
 12/30  13:30:00,2.7,264.95
 12/30  13:45:00,2.69,268.21
 12/30  14:00:00,2.68,267.39
 12/30  14:15:00,2.5525,276.04
 12/30  14:30:00,2.425,279.08
 12/30  14:45:00,2.2975,280.61
 12/30  15:00:00,2.17,282.85
 12/30  15:15:00,2.0425,282.94
 12/30  15:30:00,1.915,285.73
 12/30  15:45:00,1.7875,290.33
 12/30  16:00:00,1.66,288.37
 12/30  16:15:00,1.5325,285.11
 12/30  16:30:00,1.405,286.14
 12/30  16:45:00,1.2775,288.4
 12/30  17:00:00,1.15,286.95
 12/30  17:15:00,1.085,285.73
 12/30  17:30:00,1.02,286.64
 12/30  17:45:00,0.955,284.59
 12/30  18:00:00,0.89,287.1
 12/30  18:15:00,0.8275,284.44
 12/30  18:30:00,0.765,280.35
 12/30  18:45:00,0.7025,279.28
 12/30  19:00:00,0.64,280.55
 12/30  19:15:00,0.575,285.5
 12/30  19:30:00,0.51,289.73
 12/30  19:45:00,0.445,288.82
 12/30  20:00:00,0.38,292.17
 12/30  20:15:00,0.345,286.37
 12/30  20:30:00,0.31,283.03
 12/30  20:45:00,0.275,286.45
 12/30  21:00:00,0.24,285.58
 12/30  21:15:00,0.2075,287
 12/30  21:30:00,0.175,287.66
 12/30  21:45:00,0.1425,287.78
 12/30  22:00:00,0.11,284.62
 12/30  22:15:00,0.075,290.32
 12/30  22:30:00,0.04,287.99
 12/30  22:45:00,0.005,286.65
 12/30  23:00:00,-0.03,289.16
 12/30  23:15:00,-0.0775,287.49
 12/30  23:30:00,-0.125,288.21
 12/30  23:45:00,-0.1725,289.86
 12/30  24:00:00,-0.22,291.65
 12/31  00:15:00,-0.265,290.57
 12/31  00:30:00,-0.31,288.55
 12/31  00:45:00,-0.355,296.06
 12/31  01:00:00,-0.4,293.44
 12/31  01:15:00,-0.445,291.26
 12/31  01:30:00,-0.49,293.38
 12/31  01:45:00,-0.535,293.64
 12/31  02:00:00,-0.58,295.03
 12/31  02:15:00,-0.6275,295.26
 12/31  02:30:00,-0.675,295.1
 12/31  02:45:00,-0.7225,295.16
 12/31  03:00:00,-0.77,294.35
 12/31  03:15:00,-0.8175,296.95
 12/31  03:30:00,-0.865,297.02
 12/31  03:45:00,-0.9125,296.5
 12/31  04:00:00,-0.96,292.08
 12/31  04:15:00,-1.0075,300.6
 12/31  04:30:00,-1.055,295.71
 12/31  04:45:00,-1.1025,294.57
 12/31  05:00:00,-1.15,296.74
 12/31  05:15:00,-1.1775,298.46
 12/31  05:30:00,-1.205,295.69
 12/31  05:45:00,-1.2325,299.62
 12/31  06:00:00,-1.26,296.99
 12/31  06:15:00,-1.29,296.78
 12/31  06:30:00,-1.32,302.05
 12/31  06:45:00,-1.35,298.39
 12/31  07:00:00,-1.38,298.73
 12/31  07:15:00,-1.4075,302.3
 12/31  07:30:00,-1.435,306.89
 12/31  07:45:00,-1.4625,303.03
 12/31  08:00:00,-1.49,306.03
 12/31  08:15:00,-1.2325,303.59
 12/31  08:30:00,-0.975,298.4
 12/31  08:45:00,-0.7175,288.54
 12/31  09:00:00,-0.46,281.37
 12/31  09:15:00,-0.2,283.12
 12/31  09:30:00,0.06,279.19
 12/31  09:45:00,0.32,273.25
 12/31  10:00:00,0.58,269.68
 12/31  10:15:00,0.8375,269.3
 12/31  10:30:00,1.095,264.83
 12/31  10:45:00,1.3525,260.33
 12/31  11:00:00,1.61,257.66
 12/31  11:15:00,1.535,254.84
 12/31  11:30:00,1.46,250.59
 12/31  11:45:00,1.385,247.1
 12/31  12:00:00,1.31,243.17
 12/31  12:15:00,1.2325,235.84
 12/31  12:30:00,1.155,229.24
 12/31  12:45:00,1.0775,224.35
 12/31  13:00:00,1,223.89
 12/31  13:15:00,0.9225,220.13
 12/31  13:30:00,0.845,219.52
 12/31  13:45:00,0.7675,218.72
 12/31  14:00:00,0.69,219.65
 12/31  14:15:00,0.425,231.02
 12/31  14:30:00,0.16,237.41
 12/31  14:45:00,-0.105,241.78
 12/31  15:00:00,-0.37,249.2
 12/31  15:15:00,-1.3575,258.12
 12/31  15:30:00,-2.345,268.15
 12/31  15:45:00,-3.3325,276.77
 12/31  16:00:00,-4.32,279.22
 12/31  16:15:00,-4.115,278.68
 12/31  16:30:00,-3.91,274.32
 12/31  16:45:00,-3.705,277.43
 12/31  17:00:00,-3.5,273.46
 12/31  17:15:00,-3.295,273.78
 12/31  17:30:00,-3.09,272.88
 12/31  17:45:00,-2.885,275.25
 12/31  18:00:00,-2.68,273.35
 12/31  18:15:00,-2.4725,269.21
 12/31  18:30:00,-2.265,268.54
 12/31  18:45:00,-2.0575,270.14
 12/31  19:00:00,-1.85,269.63
 12/31  19:15:00,-1.645,274.99
 12/31  19:30:00,-1.44,275.23
 12/31  19:45:00,-1.235,278.53
 12/31  20:00:00,-1.03,277.22
 12/31  20:15:00,-0.825,273.03
 12/31  20:30:00,-0.62,272.42
 12/31  20:45:00,-0.415,273.12
 12/31  21:00:00,-0.21,276.09
 12/31  21:15:00,-0.0025,275.23
 12/31  21:30:00,0.205,273.71
 12/31  21:45:00,0.4125,277.72
 12/31  22:00:00,0.62,275.78
 12/31  22:15:00,0.825,274.37
 12/31  22:30:00,1.03,275.69
 12/31  22:45:00,1.235,275.4
 12/31  23:00:00,1.44,275.58
 12/31  23:15:00,1.645,274.16
 12/31  23:30:00,1.85,277.19
 12/31  23:45:00,2.055,274.07
 12/31  24:00:00,2.26,274.53
 01/01  00:15:00,4.0525,558.27
 01/01  00:30:00,4.715,541
 01/01  00:45:00,5.3775,456.18
 01/01  01:00:00,6.04,337.17
 01/01  01:15:00,6.0575,253.74
 01/01  01:30:00,6.075,237.63
 01/01  01:45:00,6.0925,247.98
 01/01  02:00:00,6.11,239.71
 01/01  02:15:00,6.1275,238.37
 01/01  02:30:00,6.145,238.97
 01/01  02:45:00,6.1625,243.9
 01/01  03:00:00,6.18,242.36
 01/01  03:15:00,6.1975,240.95
 01/01  03:30:00,6.215,244.24
 01/01  03:45:00,6.2325,244.2
 01/01  04:00:00,6.25,241.18
 01/01  04:15:00,6.265,243.64
 01/01  04:30:00,6.28,242.69
 01/01  04:45:00,6.295,244.66
 01/01  05:00:00,6.31,242.68
 01/01  05:15:00,6.3275,244.2
 01/01  05:30:00,6.345,242.82
 01/01  05:45:00,6.3625,243.42
 01/01  06:00:00,6.38,246.03
 01/01  06:15:00,6.3975,243.7
 01/01  06:30:00,6.415,244.17
 01/01  06:45:00,6.4325,245.85
 01/01  07:00:00,6.45,245.29
 01/01  07:15:00,6.1325,248.14
 01/01  07:30:00,5.815,250.37
 01/01  07:45:00,5.4975,251.53
 01/01  08:00:00,5.18,249.07
 01/01  08:15:00,5.4325,247.44
 01/01  08:30:00,5.685,236.29
 01/01  08:45:00,5.9375,230.53
 01/01  09:00:00,6.19,225.61
 01/01  09:15:00,6.445,221.27
 01/01  09:30:00,6.7,217.43
 01/01  09:45:00,6.955,214.54
 01/01  10:00:00,7.21,207.11
 01/01  10:15:00,7.4625,202.94
 01/01  10:30:00,7.715,200.2
 01/01  10:45:00,7.9675,194.35
 01/01  11:00:00,8.22,188.1
 01/01  11:15:00,8.17,185.21
 01/01  11:30:00,8.12,182.3
 01/01  11:45:00,8.07,178.29
 01/01  12:00:00,8.02,176.39
 01/01  12:15:00,7.97,168.35
 01/01  12:30:00,7.92,161.8
 01/01  12:45:00,7.87,160.46
 01/01  13:00:00,7.82,159.89
 01/01  13:15:00,7.77,159.96
 01/01  13:30:00,7.72,160.92
 01/01  13:45:00,7.67,162.98
 01/01  14:00:00,7.62,169.26
 01/01  14:15:00,7.4625,177.91
 01/01  14:30:00,7.305,187.55
 01/01  14:45:00,7.1475,195.04
 01/01  15:00:00,6.99,195.3
 01/01  15:15:00,6.8325,199.09
 01/01  15:30:00,6.675,204.24
 01/01  15:45:00,6.5175,205.93
 01/01  16:00:00,6.36,206.32
 01/01  16:15:00,6.2025,204.09
 01/01  16:30:00,6.045,203.65
 01/01  16:45:00,5.8875,204.39
 01/01  17:00:00,5.73,204.53
 01/01  17:15:00,5.605,205.66
 01/01  17:30:00,5.48,203.17
 01/01  17:45:00,5.355,208.56
 01/01  18:00:00,5.23,210.34
 01/01  18:15:00,5.1075,203.73
 01/01  18:30:00,4.985,202.34
 01/01  18:45:00,4.8625,208.03
 01/01  19:00:00,4.74,209.1
 01/01  19:15:00,4.615,215.22
 01/01  19:30:00,4.49,219.47
 01/01  19:45:00,4.365,222.58
 01/01  20:00:00,4.24,225.01
 01/01  20:15:00,4.1425,223.92
 01/01  20:30:00,4.045,222.61
 01/01  20:45:00,3.9475,223.4
 01/01  21:00:00,3.85,226.45
 01/01  21:15:00,3.7525,226.4
 01/01  21:30:00,3.655,231.26
 01/01  21:45:00,3.5575,232.21
 01/01  22:00:00,3.46,230.49
 01/01  22:15:00,3.3625,236.03
 01/01  22:30:00,3.265,235.73
 01/01  22:45:00,3.1675,235.84
 01/01  23:00:00,3.07,239.18
 01/01  23:15:00,3.15,240.85
 01/01  23:30:00,3.23,240.05
 01/01  23:45:00,3.31,239.21
 01/01  24:00:00,3.39,240.2
 01/02  00:15:00,3.47,241.08
 01/02  00:30:00,3.55,240.74
 01/02  00:45:00,3.63,238.88
 01/02  01:00:00,3.71,240.27
 01/02  01:15:00,3.79,241.76
 01/02  01:30:00,3.87,242.09
 01/02  01:45:00,3.95,239.3
 01/02  02:00:00,4.03,244.88
 01/02  02:15:00,4.055,240.45
 01/02  02:30:00,4.08,243.3
 01/02  02:45:00,4.105,244.41
 01/02  03:00:00,4.13,241.2
 01/02  03:15:00,4.1525,245.18
 01/02  03:30:00,4.175,245.33
 01/02  03:45:00,4.1975,246.22
 01/02  04:00:00,4.22,245.87
 01/02  04:15:00,4.245,245.43
 01/02  04:30:00,4.27,249.29
 01/02  04:45:00,4.295,247.99
 01/02  05:00:00,4.32,244.29
 01/02  05:15:00,4.385,248.24
 01/02  05:30:00,4.45,248.15
 01/02  05:45:00,4.515,245.66
 01/02  06:00:00,4.58,248.43
 01/02  06:15:00,4.645,247.78
 01/02  06:30:00,4.71,245.49
 01/02  06:45:00,4.775,249.39
 01/02  07:00:00,4.84,246.59
 01/02  07:15:00,4.905,250.5
 01/02  07:30:00,4.97,253.21
 01/02  07:45:00,5.035,251.38
 01/02  08:00:00,5.1,251.58
 01/02  08:15:00,5.365,252.1
 01/02  08:30:00,5.63,244.04
 01/02  08:45:00,5.895,241.41
 01/02  09:00:00,6.16,233.75
 01/02  09:15:00,6.425,232.13
 01/02  09:30:00,6.69,229.29
 01/02  09:45:00,6.955,220.57
 01/02  10:00:00,7.22,219.71
 01/02  10:15:00,7.485,217.17
 01/02  10:30:00,7.75,212.15
 01/02  10:45:00,8.015,211.41
 01/02  11:00:00,8.28,213
 01/02  11:15:00,8.25,212.89
 01/02  11:30:00,8.22,217.59
 01/02  11:45:00,8.19,220.06
 01/02  12:00:00,8.16,218.71
 01/02  12:15:00,8.1275,208.29
 01/02  12:30:00,8.095,203.29
 01/02  12:45:00,8.0625,199.13
 01/02  13:00:00,8.03,198.62
 01/02  13:15:00,8,198.11
 01/02  13:30:00,7.97,196.13
 01/02  13:45:00,7.94,198.79
 01/02  14:00:00,7.91,198.38
 01/02  14:15:00,7.75,209.35
 01/02  14:30:00,7.59,217.66
 01/02  14:45:00,7.43,218.77
 01/02  15:00:00,7.27,219.25
 01/02  15:15:00,7.11,224.89
 01/02  15:30:00,6.95,227.64
 01/02  15:45:00,6.79,224.72
 01/02  16:00:00,6.63,226.96
 01/02  16:15:00,6.47,223.83
 01/02  16:30:00,6.31,222.16
 01/02  16:45:00,6.15,223.03
 01/02  17:00:00,5.99,223.38
 01/02  17:15:00,5.8975,223.12
 01/02  17:30:00,5.805,219.95
 01/02  17:45:00,5.7125,219.85
 01/02  18:00:00,5.62,219.7
 01/02  18:15:00,5.5275,212.85
 01/02  18:30:00,5.435,209.88
 01/02  18:45:00,5.3425,210.78
